gender,height_cm,weight_kg,body_fat_pct,chest_cm,waist_cm,shoulders_cm,arms_cm,forearms_cm,neck_cm,thighs_cm,calves_cm,hips_cm,ratio_shoulder_to_waist,ratio_chest_to_waist,ratio_hip_to_waist,ratio_thigh_to_waist,ratio_calf_to_thigh,ratio_arm_to_neck,ratio_forearm_to_arm,target_focus
male,182.6,81.9,27.5,101.3,83.7,112.7,36.3,29.4,38.0,53.3,36.5,95.5,1.3465,1.2103,1.141,0.6368,0.6848,0.9553,0.8099,shoulders
male,167.7,89.9,5.0,101.6,79.7,128.5,32.0,30.0,36.8,58.7,38.9,92.8,1.6123,1.2748,1.1644,0.7365,0.6627,0.8696,0.9375,arms
female,159.0,68.2,31.5,94.6,89.3,98.7,23.2,20.5,34.7,59.0,35.4,91.0,1.1053,1.0594,1.019,0.6607,0.6,0.6686,0.8836,arms
female,157.7,77.7,43.1,92.6,78.7,100.5,21.7,21.5,30.3,47.3,41.0,102.2,1.277,1.1766,1.2986,0.601,0.8668,0.7162,0.9908,arms
male,175.8,79.6,23.8,99.7,88.8,116.4,32.6,23.8,32.1,56.4,36.2,87.0,1.3108,1.1227,0.9797,0.6351,0.6418,1.0156,0.7301,glutes
female,165.3,41.3,20.5,92.9,77.1,95.9,28.6,25.6,34.9,55.4,33.4,95.0,1.2438,1.2049,1.2322,0.7185,0.6029,0.8195,0.8951,shoulders
male,179.4,90.8,18.8,106.6,84.9,124.3,37.5,25.6,32.6,67.3,30.285,84.0,1.4641,1.2556,0.9894,0.7927,0.45,1.1503,0.6827,calves
male,183.4,78.1,14.9,111.2,74.6,111.6,34.8,29.2,39.5,63.5,36.8,99.4,1.496,1.4906,1.3324,0.8512,0.5795,0.881,0.8391,arms
male,178.4,83.5,19.3,106.2,89.0,118.4,30.8,28.2,37.9,59.2,44.8,92.3,1.3303,1.1933,1.0371,0.6652,0.7568,0.8127,0.9156,arms
male,185.5,83.4,32.0,97.0,86.9,111.6,32.6,28.7,40.5,59.9,41.0,95.3,1.2842,1.1162,1.0967,0.6893,0.6845,0.8049,0.8804,shoulders
male,196.9,87.5,13.7,94.4,75.5,125.5,28.349999999999998,28.4,37.8,62.4,32.6,88.5,1.6623,1.2503,1.1722,0.8265,0.5224,0.75,1.0018,arms
male,182.2,86.7,13.1,105.4,77.3,113.8,30.2,31.9,39.9,61.6,41.0,115.7,1.4722,1.3635,1.4968,0.7969,0.6656,0.7569,1.0563,arms
male,172.8,73.4,12.9,91.4,81.3,108.3,35.3,28.2,39.4,61.0,38.4,93.4,1.3321,1.1242,1.1488,0.7503,0.6295,0.8959,0.7989,chest
female,166.4,44.5,20.0,77.8,74.1,103.1,26.4,28.0,34.4,60.4,27.18,92.0,1.3914,1.0499,1.2416,0.8151,0.45,0.7674,1.0606,chest
female,166.0,44.6,24.9,90.1,72.3,98.3,26.1,22.6,33.2,59.6,38.8,97.6,1.3596,1.2462,1.3499,0.8243,0.651,0.7861,0.8659,arms
male,181.1,90.6,15.4,106.3,92.8,128.3,41.1,25.4,38.0,58.1,35.6,91.5,1.3825,1.1455,0.986,0.6261,0.6127,1.0816,0.618,forearms
male,178.6,71.2,18.5,93.6,74.1,119.9,34.6,29.7,44.6,59.7,37.9,88.5,1.6181,1.2632,1.1943,0.8057,0.6348,0.7758,0.8584,arms
female,174.5,54.8,19.7,89.7,73.3,97.7,26.9,26.1,31.0,47.6,38.3,103.9,1.3329,1.2237,1.4175,0.6494,0.8046,0.8677,0.9703,shoulders
female,155.5,56.8,25.7,98.2,65.7,103.4,30.4,17.0,35.6,48.9,36.2,102.0,1.5738,1.4947,1.5525,0.7443,0.7403,0.8539,0.5592,forearms
male,181.9,48.7,13.3,101.1,82.2,121.8,37.2,29.8,37.4,46.9,34.2,98.9,1.4818,1.2299,1.2032,0.5706,0.7292,0.9947,0.8011,legs
female,168.8,75.0,26.8,68.6,63.8,117.2,26.1,18.0,36.1,56.1,25.245,102.2,1.837,1.0752,1.6019,0.8793,0.45,0.723,0.6897,arms
male,180.5,91.8,31.7,107.8,69.8,121.6,27.525000000000002,31.6,36.7,65.0,39.7,114.0,1.7421,1.5444,1.6332,0.9312,0.6108,0.75,1.148,arms
male,174.4,77.7,15.1,92.9,59.1,114.5,35.5,26.5,43.8,58.1,41.2,97.8,1.9374,1.5719,1.6548,0.9831,0.7091,0.8105,0.7465,arms
male,180.0,101.2,18.3,104.0,87.3,115.7,35.6,34.7,37.2,60.5,41.0,104.0,1.3253,1.1913,1.1913,0.693,0.6777,0.957,0.9747,shoulders
female,150.7,70.7,12.7,100.3,75.4,111.0,24.8,19.1,33.7,55.8,33.3,100.7,1.4721,1.3302,1.3355,0.7401,0.5968,0.7359,0.7702,arms
male,183.8,96.7,23.1,111.8,82.3,101.6,33.2,30.4,35.1,56.9,33.2,106.5,1.2345,1.3584,1.294,0.6914,0.5835,0.9459,0.9157,shoulders
male,182.6,90.7,17.8,101.6,73.3,100.5,34.6,29.0,41.6,67.4,42.3,89.0,1.3711,1.3861,1.2142,0.9195,0.6276,0.8317,0.8382,arms
male,181.4,117.4,26.9,109.0,80.5,110.9,37.2,24.7,37.3,57.3,25.785,93.5,1.3776,1.354,1.1615,0.7118,0.45,0.9973,0.664,calves
male,181.5,72.2,18.3,99.3,81.5,124.3,27.9,26.4,40.1,54.3,29.6,100.7,1.5252,1.2184,1.2356,0.6663,0.5451,0.6958,0.9462,arms
male,177.7,54.5,22.2,86.7,86.8,110.9,29.4,26.7,37.5,54.1,38.4,92.9,1.2776,0.9988,1.0703,0.6233,0.7098,0.784,0.9082,chest
male,180.0,72.2,12.8,86.8,86.6,115.2,24.5,26.4,35.3,67.5,29.2,85.9,1.3303,1.0023,0.9919,0.7794,0.4326,0.6941,1.0776,arms
male,187.5,71.6,14.2,104.9,63.1,103.1,32.9,32.6,36.7,58.6,40.5,110.7,1.6339,1.6624,1.7544,0.9287,0.6911,0.8965,0.9909,arms
male,177.9,107.5,8.9,108.2,74.8,118.8,26.325000000000003,25.1,35.1,59.7,40.0,95.1,1.5882,1.4465,1.2714,0.7981,0.67,0.75,0.9535,arms
male,182.0,68.4,22.4,106.6,107.4,115.0,32.2,30.3,40.5,54.8,34.4,99.8,1.0708,0.9926,0.9292,0.5102,0.6277,0.7951,0.941,shoulders
male,175.1,83.3,24.0,95.2,67.4,102.7,29.0,24.1,37.5,50.9,22.905,90.6,1.5237,1.4125,1.3442,0.7552,0.45,0.7733,0.831,calves
female,172.9,72.3,26.1,86.8,70.5,106.3,30.0,20.7,33.1,43.8,35.7,106.1,1.5078,1.2312,1.505,0.6213,0.8151,0.9063,0.69,legs
female,175.9,55.3,27.3,89.7,73.2,103.2,28.4,25.1,36.4,56.0,37.9,94.4,1.4098,1.2254,1.2896,0.765,0.6768,0.7802,0.8838,arms
female,160.4,77.0,39.3,89.1,56.5,100.2,32.3,24.4,33.6,62.1,36.7,109.7,1.7735,1.577,1.9416,1.0991,0.591,0.9613,0.7554,forearms
male,188.7,87.0,23.4,97.5,78.6,131.7,34.9,30.4,38.4,54.5,36.0,106.1,1.6756,1.2405,1.3499,0.6934,0.6606,0.9089,0.8711,chest
male,166.0,79.0,28.7,98.3,67.8,133.1,36.7,27.8,36.9,64.5,33.8,104.0,1.9631,1.4499,1.5339,0.9513,0.524,0.9946,0.7575,calves
male,179.7,84.0,17.0,108.4,76.2,105.0,36.5,29.9,39.4,60.4,34.7,101.5,1.378,1.4226,1.332,0.7927,0.5745,0.9264,0.8192,shoulders
male,174.6,77.6,30.1,86.1,88.5,104.6,33.6,26.7,31.7,60.3,27.134999999999998,81.3,1.1819,0.9729,0.9186,0.6814,0.45,1.0599,0.7946,chest
female,173.6,81.4,28.2,90.3,84.6,115.8,32.0,20.6,33.5,58.6,28.7,103.8,1.3688,1.0674,1.227,0.6927,0.4898,0.9552,0.6438,chest
female,168.8,81.2,27.1,89.5,77.1,98.3,27.299999999999997,26.2,36.4,50.1,38.4,99.3,1.275,1.1608,1.2879,0.6498,0.7665,0.75,0.9597,arms
male,181.2,95.9,18.5,111.3,86.8,123.0,30.7,34.5,39.4,62.3,29.6,90.2,1.4171,1.2823,1.0392,0.7177,0.4751,0.7792,1.1238,arms
male,180.0,55.2,24.2,95.6,96.7,117.3,34.8,31.5,35.3,52.0,35.2,101.8,1.213,0.9886,1.0527,0.5377,0.6769,0.9858,0.9052,chest
male,166.3,93.5,14.4,96.9,67.3,112.6,34.0,30.8,35.7,67.9,33.3,91.2,1.6731,1.4398,1.3551,1.0089,0.4904,0.9524,0.9059,calves
male,179.5,74.3,17.1,110.8,97.2,111.5,33.8,28.3,35.0,57.7,36.0,104.0,1.1471,1.1399,1.07,0.5936,0.6239,0.9657,0.8373,shoulders
male,182.8,98.9,16.0,98.3,90.0,113.3,36.4,27.7,35.1,52.3,23.535,94.9,1.2589,1.0922,1.0544,0.5811,0.45,1.037,0.761,calves
female,161.9,68.2,40.4,82.6,58.8,113.0,25.1,22.9,31.5,57.6,31.7,98.6,1.9218,1.4048,1.6769,0.9796,0.5503,0.7968,0.9124,arms
male,170.9,72.2,15.9,88.6,80.2,119.0,32.4,27.2,37.9,54.1,38.8,106.1,1.4838,1.1047,1.3229,0.6746,0.7172,0.8549,0.8395,chest
female,167.9,62.4,28.2,101.0,78.1,91.6,29.6,26.1,32.4,62.0,32.6,88.1,1.1729,1.2932,1.128,0.7939,0.5258,0.9136,0.8818,shoulders
female,154.5,62.4,33.7,76.6,63.8,96.8,27.8,22.1,36.5,61.7,36.7,101.2,1.5172,1.2006,1.5862,0.9671,0.5948,0.7616,0.795,arms
male,172.0,94.0,11.3,106.7,94.7,119.7,33.3,29.2,29.4,59.8,35.5,95.6,1.264,1.1267,1.0095,0.6315,0.5936,1.1327,0.8769,shoulders
female,164.6,52.5,25.2,90.5,74.9,105.1,25.049999999999997,20.3,33.4,63.7,28.9,101.4,1.4032,1.2083,1.3538,0.8505,0.4537,0.75,0.8104,arms
male,175.4,69.3,17.0,114.7,72.6,108.6,28.8,33.2,36.6,57.8,26.009999999999998,89.4,1.4959,1.5799,1.2314,0.7961,0.45,0.7869,1.1528,calves
male,195.2,101.5,12.9,105.2,76.5,103.8,38.1,31.5,41.1,55.2,35.3,101.2,1.3569,1.3752,1.3229,0.7216,0.6395,0.927,0.8268,shoulders
female,162.6,47.2,26.7,97.6,64.4,108.5,29.2,24.9,35.2,51.8,29.3,95.7,1.6848,1.5155,1.486,0.8043,0.5656,0.8295,0.8527,arms
male,174.2,72.3,7.1,114.0,91.4,124.2,37.9,29.7,37.3,57.0,34.3,114.4,1.3589,1.2473,1.2516,0.6236,0.6018,1.0161,0.7836,legs
female,162.2,70.1,19.9,100.5,68.7,107.5,31.7,24.0,33.2,56.1,34.8,95.4,1.5648,1.4629,1.3886,0.8166,0.6203,0.9548,0.7571,forearms
male,188.4,80.5,13.3,95.9,93.9,123.4,36.2,27.2,39.7,54.1,35.0,102.8,1.3142,1.0213,1.0948,0.5761,0.647,0.9118,0.7514,chest
male,171.1,70.0,18.7,113.8,66.8,120.2,28.5,26.1,36.9,55.5,33.9,96.1,1.7994,1.7036,1.4386,0.8308,0.6108,0.7724,0.9158,arms
female,156.2,73.6,30.5,95.9,61.7,106.1,30.4,20.4,33.0,55.3,24.884999999999998,115.4,1.7196,1.5543,1.8703,0.8963,0.45,0.9212,0.6711,calves
male,195.5,69.2,23.9,107.8,75.0,121.9,33.6,29.7,38.7,65.2,36.3,94.8,1.6253,1.4373,1.264,0.8693,0.5567,0.8682,0.8839,arms
male,182.1,92.2,14.0,91.6,78.9,113.0,37.1,30.9,37.5,66.6,41.5,97.7,1.4322,1.161,1.2383,0.8441,0.6231,0.9893,0.8329,chest
male,189.0,81.1,18.8,97.3,76.0,106.3,35.400000000000006,25.6,47.2,51.5,31.0,99.6,1.3987,1.2803,1.3105,0.6776,0.6019,0.75,0.7232,arms
male,178.5,90.0,6.9,94.6,74.3,102.8,34.5,21.3,34.0,54.8,32.7,98.8,1.3836,1.2732,1.3297,0.7376,0.5967,1.0147,0.6174,forearms
male,184.3,92.5,24.8,100.0,86.7,122.1,34.6,26.8,37.0,53.1,37.7,95.3,1.4083,1.1534,1.0992,0.6125,0.71,0.9351,0.7746,legs
female,161.2,57.7,22.0,81.5,81.8,104.6,25.0,25.0,31.6,47.6,38.6,95.7,1.2787,0.9963,1.1699,0.5819,0.8109,0.7911,1.0,chest
male,178.3,98.0,18.1,90.4,88.9,114.1,41.6,28.0,31.3,60.1,27.045,107.0,1.2835,1.0169,1.2036,0.676,0.45,1.3291,0.6731,chest
female,158.9,75.0,21.7,91.6,63.8,99.5,25.6,25.2,35.0,57.7,30.3,97.5,1.5596,1.4357,1.5282,0.9044,0.5251,0.7314,0.9844,arms
female,170.2,78.0,32.3,84.7,52.1,91.6,33.0,22.0,31.1,65.9,39.4,100.2,1.7582,1.6257,1.9232,1.2649,0.5979,1.0611,0.6667,forearms
female,164.2,67.5,35.6,93.0,79.8,112.2,23.9,24.9,32.3,40.9,27.6,91.9,1.406,1.1654,1.1516,0.5125,0.6748,0.7399,1.0418,legs
female,165.7,67.0,37.7,81.1,73.8,106.1,25.4,23.1,29.0,64.5,32.6,116.3,1.4377,1.0989,1.5759,0.874,0.5054,0.8759,0.9094,chest
female,171.2,64.4,25.8,85.9,75.0,106.2,25.3,22.7,31.5,69.8,34.7,112.4,1.416,1.1453,1.4987,0.9307,0.4971,0.8032,0.8972,arms
male,179.8,63.5,15.3,101.7,98.3,119.8,39.5,29.9,42.9,57.6,45.6,92.6,1.2187,1.0346,0.942,0.586,0.7917,0.9207,0.757,chest
male,169.5,114.6,22.9,97.3,95.2,123.5,41.9,23.4,37.2,55.2,24.840000000000003,103.4,1.2973,1.0221,1.0861,0.5798,0.45,1.1263,0.5585,forearms
female,169.4,91.0,23.9,87.1,74.9,110.9,26.0,21.4,35.6,58.3,27.8,90.2,1.4806,1.1629,1.2043,0.7784,0.4768,0.7303,0.8231,arms
male,180.8,71.3,17.0,100.1,90.6,107.1,30.6,28.8,37.7,61.4,31.1,98.5,1.1821,1.1049,1.0872,0.6777,0.5065,0.8117,0.9412,shoulders
female,167.9,66.5,25.4,84.2,73.4,112.8,27.6,20.8,31.8,57.2,33.7,103.9,1.5368,1.1471,1.4155,0.7793,0.5892,0.8679,0.7536,chest
female,170.3,80.7,32.0,83.5,66.8,103.5,26.4,20.2,31.9,53.2,32.6,97.5,1.5494,1.25,1.4596,0.7964,0.6128,0.8276,0.7652,arms
male,179.4,116.6,19.0,97.7,84.0,120.1,35.7,34.2,35.5,63.2,36.8,85.0,1.4298,1.1631,1.0119,0.7524,0.5823,1.0056,0.958,glutes
male,186.9,70.0,17.9,86.2,72.7,126.4,32.1,24.7,38.7,54.9,34.1,101.2,1.7387,1.1857,1.392,0.7552,0.6211,0.8295,0.7695,arms
male,171.7,84.2,23.8,109.9,78.0,125.5,30.9,33.5,34.6,66.0,29.7,110.1,1.609,1.409,1.4115,0.8462,0.45,0.8931,1.0841,calves
male,170.9,74.7,22.7,108.4,83.4,118.4,37.0,28.4,34.1,53.1,36.9,104.5,1.4197,1.2998,1.253,0.6367,0.6949,1.085,0.7676,legs
male,183.5,86.0,22.5,94.7,82.6,111.4,29.0,29.0,38.6,62.1,38.2,97.7,1.3487,1.1465,1.1828,0.7518,0.6151,0.7513,1.0,arms
male,177.7,87.8,13.6,103.0,90.0,112.6,34.2,26.1,36.4,51.3,41.1,103.5,1.2511,1.1444,1.15,0.57,0.8012,0.9396,0.7632,legs
male,191.8,79.4,36.2,98.2,86.3,114.8,28.275000000000002,30.5,37.7,68.7,37.0,97.9,1.3302,1.1379,1.1344,0.7961,0.5386,0.75,1.0787,arms
male,180.9,80.1,14.4,93.8,108.0,115.9,28.2,25.9,37.8,61.3,38.2,100.7,1.0731,0.8685,0.9324,0.5676,0.6232,0.746,0.9184,chest
female,167.0,55.4,22.3,83.6,64.5,111.4,30.4,25.4,33.1,60.7,28.8,106.9,1.7271,1.2961,1.6574,0.9411,0.4745,0.9184,0.8355,calves
female,168.8,69.2,20.1,79.5,68.3,108.0,30.4,19.6,30.5,51.7,23.265,89.1,1.5813,1.164,1.3045,0.757,0.45,0.9967,0.6447,calves
female,160.1,65.9,18.9,89.2,82.5,94.9,27.3,25.6,32.0,52.6,39.1,97.6,1.1503,1.0812,1.183,0.6376,0.7433,0.8531,0.9377,shoulders
female,167.6,61.2,28.9,92.2,82.2,100.2,28.1,22.8,34.8,49.8,38.6,103.7,1.219,1.1217,1.2616,0.6058,0.7751,0.8075,0.8114,shoulders
male,186.5,113.3,24.0,111.4,84.8,104.7,26.6,28.8,36.2,52.5,35.7,100.3,1.2347,1.3137,1.1828,0.6191,0.68,0.7348,1.0827,arms
female,162.3,81.6,19.5,96.1,70.1,107.8,31.8,24.9,35.3,49.1,38.9,93.2,1.5378,1.3709,1.3295,0.7004,0.7923,0.9008,0.783,arms
female,166.5,70.3,28.0,84.1,63.2,110.1,28.7,25.9,32.9,47.6,38.4,97.0,1.7421,1.3307,1.5348,0.7532,0.8067,0.8723,0.9024,arms
female,161.1,83.1,20.7,87.6,74.9,96.4,29.2,27.0,31.8,58.4,25.4,99.7,1.287,1.1696,1.3311,0.7797,0.4349,0.9182,0.9247,calves
male,172.3,97.1,16.0,98.6,80.6,102.7,29.5,30.9,31.7,53.4,24.03,108.2,1.2742,1.2233,1.3424,0.6625,0.45,0.9306,1.0475,calves
male,174.1,100.3,13.6,108.1,71.8,126.6,27.974999999999998,24.9,37.3,59.7,34.0,99.9,1.7632,1.5056,1.3914,0.8315,0.5695,0.75,0.8901,arms
female,168.7,69.9,25.6,86.9,75.2,107.9,35.2,25.3,35.4,74.5,36.8,103.9,1.4348,1.1556,1.3816,0.9907,0.494,0.9944,0.7188,calves
female,158.9,60.1,23.0,94.5,72.6,105.0,31.8,25.2,32.6,52.0,39.0,106.2,1.4463,1.3017,1.4628,0.7163,0.75,0.9755,0.7925,shoulders
female,163.1,66.8,30.7,96.4,76.3,108.1,28.2,21.3,32.3,56.1,34.9,84.9,1.4168,1.2634,1.1127,0.7353,0.6221,0.8731,0.7553,arms
male,178.4,78.1,16.5,103.9,74.3,105.0,32.6,30.3,43.1,62.7,30.1,94.4,1.4132,1.3984,1.2705,0.8439,0.4801,0.7564,0.9294,arms
male,179.2,89.6,12.5,100.5,87.8,124.6,30.8,27.0,29.9,54.3,33.9,88.9,1.4191,1.1446,1.0125,0.6185,0.6243,1.0301,0.8766,glutes
female,164.7,40.1,27.3,83.5,77.9,95.0,28.1,22.3,33.8,56.7,25.515,87.7,1.2195,1.0719,1.1258,0.7279,0.45,0.8314,0.7936,calves
male,173.9,81.9,14.4,105.0,81.5,110.3,32.9,28.7,39.0,69.3,33.3,95.5,1.3534,1.2883,1.1718,0.8503,0.4805,0.8436,0.8723,calves
female,164.9,59.5,16.7,86.4,65.4,91.9,25.2,20.4,34.5,59.6,31.8,97.9,1.4052,1.3211,1.4969,0.9113,0.5336,0.7304,0.8095,arms
male,174.5,87.6,22.9,94.3,93.5,105.9,29.0,30.1,43.0,61.0,35.8,80.6,1.1326,1.0086,0.862,0.6524,0.5869,0.6744,1.0379,arms
male,178.9,77.0,11.4,100.5,85.0,125.6,34.5,31.7,38.0,57.3,40.3,89.2,1.4776,1.1824,1.0494,0.6741,0.7033,0.9079,0.9188,glutes
male,180.6,87.3,21.2,115.0,91.1,105.2,28.724999999999998,27.0,38.3,50.3,38.1,91.4,1.1548,1.2623,1.0033,0.5521,0.7575,0.75,0.9399,shoulders
male,176.0,109.0,29.9,100.4,84.6,115.0,38.4,27.0,36.7,63.9,33.8,95.7,1.3593,1.1868,1.1312,0.7553,0.529,1.0463,0.7031,shoulders
male,182.9,109.2,22.3,111.7,76.4,119.9,30.2,27.3,40.3,58.6,26.37,86.8,1.5694,1.462,1.1361,0.767,0.45,0.7494,0.904,arms
male,181.4,110.9,26.2,84.8,96.8,125.5,27.8,27.1,41.3,61.3,30.8,100.3,1.2965,0.876,1.0362,0.6333,0.5024,0.6731,0.9748,chest
male,176.4,97.9,18.1,96.0,92.0,125.8,39.2,30.6,41.2,62.4,37.1,96.6,1.3674,1.0435,1.05,0.6783,0.5946,0.9515,0.7806,chest
female,157.7,54.5,24.3,91.7,85.5,103.7,31.5,25.7,32.4,59.6,34.1,110.6,1.2129,1.0725,1.2936,0.6971,0.5721,0.9722,0.8159,shoulders
male,169.7,84.3,27.9,98.6,88.0,122.4,29.9,29.5,33.8,54.2,40.3,98.5,1.3909,1.1205,1.1193,0.6159,0.7435,0.8846,0.9866,chest
male,181.1,81.2,18.1,105.3,77.5,118.3,32.8,23.2,35.2,67.4,37.5,86.7,1.5265,1.3587,1.1187,0.8697,0.5564,0.9318,0.7073,forearms
male,177.2,103.9,16.9,110.5,87.2,121.8,28.7,30.8,37.0,63.2,32.7,97.2,1.3968,1.2672,1.1147,0.7248,0.5174,0.7757,1.0732,arms
male,176.9,87.7,16.4,94.8,98.4,126.4,31.0,29.7,35.8,50.9,22.905,84.1,1.2846,0.9634,0.8547,0.5173,0.45,0.8659,0.9581,glutes
male,176.2,79.0,20.5,104.6,76.6,123.7,34.5,24.2,37.5,66.3,42.7,101.0,1.6149,1.3655,1.3185,0.8655,0.644,0.92,0.7014,forearms
female,167.9,74.4,30.4,95.5,76.9,103.5,25.349999999999998,18.3,33.8,57.1,37.0,89.3,1.3459,1.2419,1.1612,0.7425,0.648,0.75,0.7219,arms
male,192.4,83.1,17.6,102.5,102.3,109.8,34.8,25.6,36.4,57.7,41.4,108.6,1.0733,1.002,1.0616,0.564,0.7175,0.956,0.7356,shoulders
female,162.7,92.4,23.4,86.0,59.8,113.8,31.4,29.0,29.5,64.7,35.2,106.4,1.903,1.4381,1.7793,1.0819,0.544,1.0644,0.9236,calves
male,188.3,93.0,17.8,105.2,77.1,113.4,32.1,22.4,40.6,65.1,33.2,98.4,1.4708,1.3645,1.2763,0.8444,0.51,0.7906,0.6978,arms
female,167.0,58.1,20.7,97.4,73.5,118.2,28.2,20.7,36.1,59.8,37.5,109.5,1.6082,1.3252,1.4898,0.8136,0.6271,0.7812,0.734,arms
male,177.1,79.6,10.3,97.9,96.0,119.9,28.6,23.3,43.0,57.5,25.875,94.1,1.249,1.0198,0.9802,0.599,0.45,0.6651,0.8147,arms
male,188.0,76.5,26.2,100.4,96.9,120.1,37.4,30.2,39.9,60.1,35.1,109.4,1.2394,1.0361,1.129,0.6202,0.584,0.9373,0.8075,chest
male,178.0,82.2,20.4,96.6,86.8,116.6,27.7,28.0,34.7,47.6,36.5,99.4,1.3433,1.1129,1.1452,0.5484,0.7668,0.7983,1.0108,legs
male,182.0,54.9,9.8,115.8,74.6,122.9,31.3,28.2,36.1,61.4,36.5,92.9,1.6475,1.5523,1.2453,0.8231,0.5945,0.867,0.901,arms
male,179.9,65.0,20.6,121.0,96.2,123.7,33.7,22.2,34.0,65.7,32.8,91.1,1.2859,1.2578,0.947,0.683,0.4992,0.9912,0.6588,glutes
male,170.6,64.8,17.7,92.9,77.3,111.8,36.1,27.3,37.5,61.6,35.4,94.1,1.4463,1.2018,1.2173,0.7969,0.5747,0.9627,0.7562,chest
male,182.7,79.9,18.5,93.7,76.3,124.2,29.099999999999998,29.4,38.8,58.3,38.8,102.5,1.6278,1.228,1.3434,0.7641,0.6655,0.75,1.0103,arms
male,177.3,101.4,19.4,105.1,86.5,120.0,31.1,30.1,46.5,55.8,25.11,92.9,1.3873,1.215,1.074,0.6451,0.45,0.6688,0.9678,arms
female,174.3,57.6,23.2,78.9,67.9,92.0,30.2,30.0,32.1,46.0,38.1,94.2,1.3549,1.162,1.3873,0.6775,0.8283,0.9408,0.9934,chest
male,176.0,73.2,16.9,106.1,82.0,114.0,33.2,24.2,39.2,47.3,34.2,101.3,1.3902,1.2939,1.2354,0.5768,0.723,0.8469,0.7289,legs
female,168.5,64.3,33.0,96.5,77.6,110.5,30.6,21.9,29.6,58.5,36.9,108.7,1.424,1.2436,1.4008,0.7539,0.6308,1.0338,0.7157,shoulders
male,171.7,88.4,17.6,84.9,87.4,103.2,30.2,32.1,43.5,50.7,34.7,96.3,1.1808,0.9714,1.1018,0.5801,0.6844,0.6943,1.0629,chest
male,174.5,75.3,27.3,97.0,90.5,106.2,33.3,23.0,34.8,63.0,35.8,93.8,1.1735,1.0718,1.0365,0.6961,0.5683,0.9569,0.6907,shoulders
male,176.5,86.2,23.9,79.0,76.5,119.3,33.6,29.2,38.8,56.2,33.9,94.3,1.5595,1.0327,1.2327,0.7346,0.6032,0.866,0.869,chest
female,162.5,56.9,25.6,91.3,86.5,101.9,31.4,26.1,32.8,54.7,24.615000000000002,98.0,1.178,1.0555,1.1329,0.6324,0.45,0.9573,0.8312,shoulders
male,179.6,85.3,11.2,92.3,103.3,116.6,30.9,32.3,38.8,61.5,35.4,93.8,1.1288,0.8935,0.908,0.5954,0.5756,0.7964,1.0453,chest
male,168.3,80.8,19.8,114.8,84.8,99.3,33.6,36.2,40.6,53.1,38.4,90.8,1.171,1.3538,1.0708,0.6262,0.7232,0.8276,1.0774,shoulders
male,175.6,83.3,6.8,90.8,84.1,114.7,30.075000000000003,24.4,40.1,50.9,42.6,84.0,1.3639,1.0797,0.9988,0.6052,0.8369,0.75,0.8113,arms
male,180.9,105.3,19.9,104.5,84.2,109.8,32.0,24.4,34.2,60.4,31.5,98.2,1.304,1.2411,1.1663,0.7173,0.5215,0.9357,0.7625,shoulders
male,180.1,75.2,26.4,102.6,95.1,112.0,34.2,25.1,36.8,56.4,33.1,87.5,1.1777,1.0789,0.9201,0.5931,0.5869,0.9293,0.7339,shoulders
female,151.0,53.4,29.8,78.8,63.1,116.5,25.8,23.8,34.6,60.0,29.7,98.2,1.8463,1.2488,1.5563,0.9509,0.495,0.7457,0.9225,arms
female,179.7,47.5,19.7,82.7,62.0,113.5,36.5,21.8,29.7,42.6,20.0,97.5,1.8306,1.3339,1.5726,0.6871,0.4695,1.229,0.5973,forearms
male,179.5,87.5,19.9,97.5,74.1,123.3,34.1,30.7,40.4,49.5,30.3,90.7,1.664,1.3158,1.224,0.668,0.6121,0.8441,0.9003,arms
female,169.5,68.9,32.6,92.8,75.7,112.4,29.6,23.2,36.7,56.7,33.9,93.3,1.4848,1.2259,1.2325,0.749,0.5979,0.8065,0.7838,arms
female,172.4,64.4,33.8,76.2,73.6,103.7,25.5,29.0,32.8,53.6,35.1,84.0,1.409,1.0353,1.1413,0.7283,0.6549,0.7774,1.1373,chest
male,184.9,73.2,13.0,110.5,96.1,122.1,32.2,27.3,35.6,52.0,31.8,91.7,1.2706,1.1498,0.9542,0.5411,0.6115,0.9045,0.8478,legs
male,167.1,85.1,19.4,113.6,78.0,120.4,35.3,27.2,40.2,62.7,37.3,94.2,1.5436,1.4564,1.2077,0.8038,0.5949,0.8781,0.7705,arms
male,168.4,70.7,14.3,91.0,88.0,127.6,30.4,28.9,34.9,56.2,33.2,100.2,1.45,1.0341,1.1386,0.6386,0.5907,0.8711,0.9507,chest
female,171.1,62.3,22.1,81.2,76.0,110.3,29.0,28.6,36.6,54.2,24.39,103.8,1.4513,1.0684,1.3658,0.7132,0.45,0.7923,0.9862,calves
male,186.2,87.1,19.5,105.5,99.5,119.4,33.5,32.5,40.9,56.1,36.0,97.4,1.2,1.0603,0.9789,0.5638,0.6417,0.8191,0.9701,shoulders
female,156.9,48.0,20.7,83.2,68.8,108.4,27.4,23.5,29.9,53.2,37.1,104.8,1.5756,1.2093,1.5233,0.7733,0.6974,0.9164,0.8577,chest
male,179.1,112.8,17.9,94.5,82.4,118.7,33.4,27.9,33.7,52.2,35.4,94.8,1.4405,1.1468,1.1505,0.6335,0.6782,0.9911,0.8353,chest
